torneo,fecha,date,local,visitante,resultado
Clausura 07,2,11/02/2007,Central,Belgrano Cba.,1 - 0
Clausura 07,2,11/02/2007,River,LanÃºs,1 - 0
Clausura 07,2,11/02/2007,Chicago,Racing,1 - 1
Clausura 07,2,11/02/2007,Godoy Cruz,Argentinos,2 - 0
Clausura 07,2,12/02/2007,Estudiantes LP,Quilmes,2 - 0
Clausura 07,3,09/02/2007,Independiente,ColÃ³n,1 - 3
Clausura 07,3,09/02/2007,Gimnasia LP,Arsenal,0 - 2
Clausura 07,3,10/02/2007,Banfield,Boca,0 - 4
Clausura 07,3,10/02/2007,VÃ©lez,Newell's,2 - 0
Clausura 07,3,11/02/2007,San Lorenzo,Gimnasia (J),2 - 1
Clausura 07,3,11/02/2007,Central,Belgrano Cba.,1 - 0
Clausura 07,3,11/02/2007,River,LanÃºs,1 - 0
Clausura 07,3,11/02/2007,Chicago,Racing,1 - 1
Clausura 07,3,11/02/2007,Godoy Cruz,Argentinos,2 - 0
Clausura 07,3,12/02/2007,Estudiantes LP,Quilmes,2 - 0
Clausura 07,4,09/02/2007,Independiente,ColÃ³n,1 - 3
Clausura 07,4,09/02/2007,Gimnasia LP,Arsenal,0 - 2
Clausura 07,4,10/02/2007,Banfield,Boca,0 - 4
Clausura 07,4,10/02/2007,VÃ©lez,Newell's,2 - 0
Clausura 07,4,11/02/2007,San Lorenzo,Gimnasia (J),2 - 1
Clausura 07,4,11/02/2007,Central,Belgrano Cba.,1 - 0
Clausura 07,4,11/02/2007,River,LanÃºs,1 - 0
Clausura 07,4,11/02/2007,Chicago,Racing,1 - 1
Clausura 07,4,11/02/2007,Godoy Cruz,Argentinos,2 - 0
Clausura 07,4,12/02/2007,Estudiantes LP,Quilmes,2 - 0
Clausura 07,5,09/02/2007,Independiente,ColÃ³n,1 - 3
Clausura 07,5,09/02/2007,Gimnasia LP,Arsenal,0 - 2
Clausura 07,5,10/02/2007,Banfield,Boca,0 - 4
Clausura 07,5,10/02/2007,VÃ©lez,Newell's,2 - 0
Clausura 07,5,11/02/2007,San Lorenzo,Gimnasia (J),2 - 1
Clausura 07,5,11/02/2007,Central,Belgrano Cba.,1 - 0
Clausura 07,5,11/02/2007,River,LanÃºs,1 - 0
Clausura 07,5,11/02/2007,Chicago,Racing,1 - 1
Clausura 07,5,11/02/2007,Godoy Cruz,Argentinos,2 - 0
Clausura 07,5,12/02/2007,Estudiantes LP,Quilmes,2 - 0
Clausura 07,6,09/02/2007,Independiente,ColÃ³n,1 - 3
Clausura 07,6,09/02/2007,Gimnasia LP,Arsenal,0 - 2
Clausura 07,6,10/02/2007,Banfield,Boca,0 - 4
Clausura 07,6,10/02/2007,VÃ©lez,Newell's,2 - 0
Clausura 07,6,11/02/2007,San Lorenzo,Gimnasia (J),2 - 1
Clausura 07,6,11/02/2007,Central,Belgrano Cba.,1 - 0
Clausura 07,6,11/02/2007,River,LanÃºs,1 - 0
Clausura 07,6,11/02/2007,Chicago,Racing,1 - 1
Clausura 07,6,11/02/2007,Godoy Cruz,Argentinos,2 - 0
Clausura 07,6,12/02/2007,Estudiantes LP,Quilmes,2 - 0
Clausura 07,7,09/02/2007,Independiente,ColÃ³n,1 - 3
Clausura 07,7,09/02/2007,Gimnasia LP,Arsenal,0 - 2
Clausura 07,7,10/02/2007,Banfield,Boca,0 - 4
Clausura 07,7,10/02/2007,VÃ©lez,Newell's,2 - 0
Clausura 07,7,11/02/2007,San Lorenzo,Gimnasia (J),2 - 1
Clausura 07,7,11/02/2007,Central,Belgrano Cba.,1 - 0
Clausura 07,7,11/02/2007,River,LanÃºs,1 - 0
Clausura 07,7,11/02/2007,Chicago,Racing,1 - 1
Clausura 07,7,11/02/2007,Godoy Cruz,Argentinos,2 - 0
Clausura 07,7,12/02/2007,Estudiantes LP,Quilmes,2 - 0
Clausura 07,8,09/02/2007,Independiente,ColÃ³n,1 - 3
Clausura 07,8,09/02/2007,Gimnasia LP,Arsenal,0 - 2
Clausura 07,8,10/02/2007,Banfield,Boca,0 - 4
Clausura 07,8,10/02/2007,VÃ©lez,Newell's,2 - 0
Clausura 07,8,11/02/2007,San Lorenzo,Gimnasia (J),2 - 1
Clausura 07,8,11/02/2007,Central,Belgrano Cba.,1 - 0
Clausura 07,8,11/02/2007,River,LanÃºs,1 - 0
Clausura 07,8,11/02/2007,Chicago,Racing,1 - 1
Clausura 07,8,11/02/2007,Godoy Cruz,Argentinos,2 - 0
Clausura 07,8,12/02/2007,Estudiantes LP,Quilmes,2 - 0
Clausura 07,9,09/02/2007,Independiente,ColÃ³n,1 - 3
Clausura 07,9,09/02/2007,Gimnasia LP,Arsenal,0 - 2
Clausura 07,9,10/02/2007,Banfield,Boca,0 - 4
Clausura 07,9,10/02/2007,VÃ©lez,Newell's,2 - 0
Clausura 07,9,11/02/2007,San Lorenzo,Gimnasia (J),2 - 1
Clausura 07,9,11/02/2007,Central,Belgrano Cba.,1 - 0
Clausura 07,9,11/02/2007,River,LanÃºs,1 - 0
Clausura 07,9,11/02/2007,Chicago,Racing,1 - 1
Clausura 07,9,11/02/2007,Godoy Cruz,Argentinos,2 - 0
Clausura 07,9,12/02/2007,Estudiantes LP,Quilmes,2 - 0
Clausura 07,10,09/02/2007,Independiente,ColÃ³n,1 - 3
Clausura 07,10,09/02/2007,Gimnasia LP,Arsenal,0 - 2
Clausura 07,10,10/02/2007,Banfield,Boca,0 - 4
Clausura 07,10,10/02/2007,VÃ©lez,Newell's,2 - 0
Clausura 07,10,11/02/2007,San Lorenzo,Gimnasia (J),2 - 1
Clausura 07,10,11/02/2007,Central,Belgrano Cba.,1 - 0
Clausura 07,10,11/02/2007,River,LanÃºs,1 - 0
Clausura 07,10,11/02/2007,Chicago,Racing,1 - 1
Clausura 07,10,11/02/2007,Godoy Cruz,Argentinos,2 - 0
Clausura 07,10,12/02/2007,Estudiantes LP,Quilmes,2 - 0
Clausura 07,11,09/02/2007,Independiente,ColÃ³n,1 - 3
Clausura 07,11,09/02/2007,Gimnasia LP,Arsenal,0 - 2
Clausura 07,11,10/02/2007,Banfield,Boca,0 - 4
Clausura 07,11,10/02/2007,VÃ©lez,Newell's,2 - 0
Clausura 07,11,11/02/2007,San Lorenzo,Gimnasia (J),2 - 1
Clausura 07,11,11/02/2007,Central,Belgrano Cba.,1 - 0
Clausura 07,11,11/02/2007,River,LanÃºs,1 - 0
Clausura 07,11,11/02/2007,Chicago,Racing,1 - 1
Clausura 07,11,11/02/2007,Godoy Cruz,Argentinos,2 - 0
Clausura 07,11,12/02/2007,Estudiantes LP,Quilmes,2 - 0
Clausura 07,12,09/02/2007,Independiente,ColÃ³n,1 - 3
Clausura 07,12,09/02/2007,Gimnasia LP,Arsenal,0 - 2
Clausura 07,12,10/02/2007,Banfield,Boca,0 - 4
Clausura 07,12,10/02/2007,VÃ©lez,Newell's,2 - 0
Clausura 07,12,11/02/2007,San Lorenzo,Gimnasia (J),2 - 1
Clausura 07,12,11/02/2007,Central,Belgrano Cba.,1 - 0
Clausura 07,12,11/02/2007,River,LanÃºs,1 - 0
Clausura 07,12,11/02/2007,Chicago,Racing,1 - 1
Clausura 07,12,11/02/2007,Godoy Cruz,Argentinos,2 - 0
Clausura 07,12,12/02/2007,Estudiantes LP,Quilmes,2 - 0
Clausura 07,13,09/02/2007,Independiente,ColÃ³n,1 - 3
Clausura 07,13,09/02/2007,Gimnasia LP,Arsenal,0 - 2
Clausura 07,13,10/02/2007,Banfield,Boca,0 - 4
Clausura 07,13,10/02/2007,VÃ©lez,Newell's,2 - 0
Clausura 07,13,11/02/2007,San Lorenzo,Gimnasia (J),2 - 1
Clausura 07,13,11/02/2007,Central,Belgrano Cba.,1 - 0
Clausura 07,13,11/02/2007,River,LanÃºs,1 - 0
Clausura 07,13,11/02/2007,Chicago,Racing,1 - 1
Clausura 07,13,11/02/2007,Godoy Cruz,Argentinos,2 - 0
Clausura 07,13,12/02/2007,Estudiantes LP,Quilmes,2 - 0
Clausura 07,14,09/02/2007,Independiente,ColÃ³n,1 - 3
Clausura 07,14,09/02/2007,Gimnasia LP,Arsenal,0 - 2
Clausura 07,14,10/02/2007,Banfield,Boca,0 - 4
Clausura 07,14,10/02/2007,VÃ©lez,Newell's,2 - 0
Clausura 07,14,11/02/2007,San Lorenzo,Gimnasia (J),2 - 1
Clausura 07,14,11/02/2007,Central,Belgrano Cba.,1 - 0
Clausura 07,14,11/02/2007,River,LanÃºs,1 - 0
Clausura 07,14,11/02/2007,Chicago,Racing,1 - 1
Clausura 07,14,11/02/2007,Godoy Cruz,Argentinos,2 - 0
Clausura 07,14,12/02/2007,Estudiantes LP,Quilmes,2 - 0
Clausura 07,15,09/02/2007,Independiente,ColÃ³n,1 - 3
Clausura 07,15,09/02/2007,Gimnasia LP,Arsenal,0 - 2
Clausura 07,15,10/02/2007,Banfield,Boca,0 - 4
Clausura 07,15,10/02/2007,VÃ©lez,Newell's,2 - 0
Clausura 07,15,11/02/2007,San Lorenzo,Gimnasia (J),2 - 1
Clausura 07,15,11/02/2007,Central,Belgrano Cba.,1 - 0
Clausura 07,15,11/02/2007,River,LanÃºs,1 - 0
Clausura 07,15,11/02/2007,Chicago,Racing,1 - 1
Clausura 07,15,11/02/2007,Godoy Cruz,Argentinos,2 - 0
Clausura 07,15,12/02/2007,Estudiantes LP,Quilmes,2 - 0
Clausura 07,16,09/02/2007,Independiente,ColÃ³n,1 - 3
Clausura 07,16,09/02/2007,Gimnasia LP,Arsenal,0 - 2
Clausura 07,16,10/02/2007,Banfield,Boca,0 - 4
Clausura 07,16,10/02/2007,VÃ©lez,Newell's,2 - 0
Clausura 07,16,11/02/2007,San Lorenzo,Gimnasia (J),2 - 1
Clausura 07,16,11/02/2007,Central,Belgrano Cba.,1 - 0
Clausura 07,16,11/02/2007,River,LanÃºs,1 - 0
Clausura 07,16,11/02/2007,Chicago,Racing,1 - 1
Clausura 07,16,11/02/2007,Godoy Cruz,Argentinos,2 - 0
Clausura 07,16,12/02/2007,Estudiantes LP,Quilmes,2 - 0
Clausura 07,17,09/02/2007,Independiente,ColÃ³n,1 - 3
Clausura 07,17,09/02/2007,Gimnasia LP,Arsenal,0 - 2
Clausura 07,17,10/02/2007,Banfield,Boca,0 - 4
Clausura 07,17,10/02/2007,VÃ©lez,Newell's,2 - 0
Clausura 07,17,11/02/2007,San Lorenzo,Gimnasia (J),2 - 1
Clausura 07,17,11/02/2007,Central,Belgrano Cba.,1 - 0
Clausura 07,17,11/02/2007,River,LanÃºs,1 - 0
Clausura 07,17,11/02/2007,Chicago,Racing,1 - 1
Clausura 07,17,11/02/2007,Godoy Cruz,Argentinos,2 - 0
Clausura 07,17,12/02/2007,Estudiantes LP,Quilmes,2 - 0
Clausura 07,18,09/02/2007,Independiente,ColÃ³n,1 - 3
Clausura 07,18,09/02/2007,Gimnasia LP,Arsenal,0 - 2
Clausura 07,18,10/02/2007,Banfield,Boca,0 - 4
Clausura 07,18,10/02/2007,VÃ©lez,Newell's,2 - 0
Clausura 07,18,11/02/2007,San Lorenzo,Gimnasia (J),2 - 1
Clausura 07,18,11/02/2007,Central,Belgrano Cba.,1 - 0
Clausura 07,18,11/02/2007,River,LanÃºs,1 - 0
Clausura 07,18,11/02/2007,Chicago,Racing,1 - 1
Clausura 07,18,11/02/2007,Godoy Cruz,Argentinos,2 - 0
Clausura 07,18,12/02/2007,Estudiantes LP,Quilmes,2 - 0
Clausura 07,19,09/02/2007,Independiente,ColÃ³n,1 - 3
Clausura 07,19,09/02/2007,Gimnasia LP,Arsenal,0 - 2
Clausura 07,19,10/02/2007,Banfield,Boca,0 - 4
Clausura 07,19,10/02/2007,VÃ©lez,Newell's,2 - 0
Clausura 07,19,11/02/2007,San Lorenzo,Gimnasia (J),2 - 1
Clausura 07,19,11/02/2007,Central,Belgrano Cba.,1 - 0
Clausura 07,19,11/02/2007,River,LanÃºs,1 - 0
Clausura 07,19,11/02/2007,Chicago,Racing,1 - 1
Clausura 07,19,11/02/2007,Godoy Cruz,Argentinos,2 - 0
Clausura 07,19,12/02/2007,Estudiantes LP,Quilmes,2 - 0
Apertura 07,1,03/08/2007,ColÃ³n,VÃ©lez,0 - 1
Apertura 07,1,03/08/2007,Banfield,Estudiantes LP,0 - 3
Apertura 07,1,04/08/2007,Gimnasia LP,Tigre,0 - 1
Apertura 07,1,04/08/2007,Argentinos,San MartÃ­n SJ,0 - 1
Apertura 07,1,04/08/2007,Independiente,LanÃºs,5 - 3
Apertura 07,1,05/08/2007,Olimpo,Racing,0 - 2
Apertura 07,1,05/08/2007,Newell's,San Lorenzo,1 - 0
Apertura 07,1,05/08/2007,Boca,Central,0 - 0
Apertura 07,1,05/08/2007,HuracÃ¡n,Arsenal,1 - 1
Apertura 07,1,23/08/2007,Gimnasia (J),River,2 - 2
Apertura 07,2,03/08/2007,ColÃ³n,VÃ©lez,0 - 1
Apertura 07,2,03/08/2007,Banfield,Estudiantes LP,0 - 3
Apertura 07,2,04/08/2007,Gimnasia LP,Tigre,0 - 1
Apertura 07,2,04/08/2007,Argentinos,San MartÃ­n SJ,0 - 1
Apertura 07,2,04/08/2007,Independiente,LanÃºs,5 - 3
Apertura 07,2,05/08/2007,Olimpo,Racing,0 - 2
Apertura 07,2,05/08/2007,Newell's,San Lorenzo,1 - 0
Apertura 07,2,05/08/2007,Boca,Central,0 - 0
Apertura 07,2,05/08/2007,HuracÃ¡n,Arsenal,1 - 1
Apertura 07,2,23/08/2007,Gimnasia (J),River,2 - 2
Apertura 07,3,03/08/2007,ColÃ³n,VÃ©lez,0 - 1
Apertura 07,3,03/08/2007,Banfield,Estudiantes LP,0 - 3
Apertura 07,3,04/08/2007,Gimnasia LP,Tigre,0 - 1
Apertura 07,3,04/08/2007,Argentinos,San MartÃ­n SJ,0 - 1
Apertura 07,3,04/08/2007,Independiente,LanÃºs,5 - 3
Apertura 07,3,05/08/2007,Olimpo,Racing,0 - 2
Apertura 07,3,05/08/2007,Newell's,San Lorenzo,1 - 0
Apertura 07,3,05/08/2007,Boca,Central,0 - 0
Apertura 07,3,05/08/2007,HuracÃ¡n,Arsenal,1 - 1
Apertura 07,3,23/08/2007,Gimnasia (J),River,2 - 2
Apertura 07,4,03/08/2007,ColÃ³n,VÃ©lez,0 - 1
Apertura 07,4,03/08/2007,Banfield,Estudiantes LP,0 - 3
Apertura 07,4,04/08/2007,Gimnasia LP,Tigre,0 - 1
Apertura 07,4,04/08/2007,Argentinos,San MartÃ­n SJ,0 - 1
Apertura 07,4,04/08/2007,Independiente,LanÃºs,5 - 3
Apertura 07,4,05/08/2007,Olimpo,Racing,0 - 2
Apertura 07,4,05/08/2007,Newell's,San Lorenzo,1 - 0
Apertura 07,4,05/08/2007,Boca,Central,0 - 0
Apertura 07,4,05/08/2007,HuracÃ¡n,Arsenal,1 - 1
Apertura 07,4,23/08/2007,Gimnasia (J),River,2 - 2
Apertura 07,5,03/08/2007,ColÃ³n,VÃ©lez,0 - 1
Apertura 07,5,03/08/2007,Banfield,Estudiantes LP,0 - 3
Apertura 07,5,04/08/2007,Gimnasia LP,Tigre,0 - 1
Apertura 07,5,04/08/2007,Argentinos,San MartÃ­n SJ,0 - 1
Apertura 07,5,04/08/2007,Independiente,LanÃºs,5 - 3
Apertura 07,5,05/08/2007,Olimpo,Racing,0 - 2
Apertura 07,5,05/08/2007,Newell's,San Lorenzo,1 - 0
Apertura 07,5,05/08/2007,Boca,Central,0 - 0
Apertura 07,5,05/08/2007,HuracÃ¡n,Arsenal,1 - 1
Apertura 07,5,23/08/2007,Gimnasia (J),River,2 - 2
Apertura 07,6,03/08/2007,ColÃ³n,VÃ©lez,0 - 1
Apertura 07,6,03/08/2007,Banfield,Estudiantes LP,0 - 3
Apertura 07,6,04/08/2007,Gimnasia LP,Tigre,0 - 1
Apertura 07,6,04/08/2007,Argentinos,San MartÃ­n SJ,0 - 1
Apertura 07,6,04/08/2007,Independiente,LanÃºs,5 - 3
Apertura 07,6,05/08/2007,Olimpo,Racing,0 - 2
Apertura 07,6,05/08/2007,Newell's,San Lorenzo,1 - 0
Apertura 07,6,05/08/2007,Boca,Central,0 - 0
Apertura 07,6,05/08/2007,HuracÃ¡n,Arsenal,1 - 1
Apertura 07,6,23/08/2007,Gimnasia (J),River,2 - 2
Apertura 07,7,03/08/2007,ColÃ³n,VÃ©lez,0 - 1
Apertura 07,7,03/08/2007,Banfield,Estudiantes LP,0 - 3
Apertura 07,7,04/08/2007,Gimnasia LP,Tigre,0 - 1
Apertura 07,7,04/08/2007,Argentinos,San MartÃ­n SJ,0 - 1
Apertura 07,7,04/08/2007,Independiente,LanÃºs,5 - 3
Apertura 07,7,05/08/2007,Olimpo,Racing,0 - 2
Apertura 07,7,05/08/2007,Newell's,San Lorenzo,1 - 0
Apertura 07,7,05/08/2007,Boca,Central,0 - 0
Apertura 07,7,05/08/2007,HuracÃ¡n,Arsenal,1 - 1
Apertura 07,7,23/08/2007,Gimnasia (J),River,2 - 2
Apertura 07,8,03/08/2007,ColÃ³n,VÃ©lez,0 - 1
Apertura 07,8,03/08/2007,Banfield,Estudiantes LP,0 - 3
Apertura 07,8,04/08/2007,Gimnasia LP,Tigre,0 - 1
Apertura 07,8,04/08/2007,Argentinos,San MartÃ­n SJ,0 - 1
Apertura 07,8,04/08/2007,Independiente,LanÃºs,5 - 3
Apertura 07,8,05/08/2007,Olimpo,Racing,0 - 2
Apertura 07,8,05/08/2007,Newell's,San Lorenzo,1 - 0
Apertura 07,8,05/08/2007,Boca,Central,0 - 0
Apertura 07,8,05/08/2007,HuracÃ¡n,Arsenal,1 - 1
Apertura 07,8,23/08/2007,Gimnasia (J),River,2 - 2
Apertura 07,9,03/08/2007,ColÃ³n,VÃ©lez,0 - 1
Apertura 07,9,03/08/2007,Banfield,Estudiantes LP,0 - 3
Apertura 07,9,04/08/2007,Gimnasia LP,Tigre,0 - 1
Apertura 07,9,04/08/2007,Argentinos,San MartÃ­n SJ,0 - 1
Apertura 07,9,04/08/2007,Independiente,LanÃºs,5 - 3
Apertura 07,9,05/08/2007,Olimpo,Racing,0 - 2
Apertura 07,9,05/08/2007,Newell's,San Lorenzo,1 - 0
Apertura 07,9,05/08/2007,Boca,Central,0 - 0
Apertura 07,9,05/08/2007,HuracÃ¡n,Arsenal,1 - 1
Apertura 07,9,23/08/2007,Gimnasia (J),River,2 - 2
Apertura 07,10,03/08/2007,ColÃ³n,VÃ©lez,0 - 1
Apertura 07,10,03/08/2007,Banfield,Estudiantes LP,0 - 3
Apertura 07,10,04/08/2007,Gimnasia LP,Tigre,0 - 1
Apertura 07,10,04/08/2007,Argentinos,San MartÃ­n SJ,0 - 1
Apertura 07,10,04/08/2007,Independiente,LanÃºs,5 - 3
Apertura 07,10,05/08/2007,Olimpo,Racing,0 - 2
Apertura 07,10,05/08/2007,Newell's,San Lorenzo,1 - 0
Apertura 07,10,05/08/2007,Boca,Central,0 - 0
Apertura 07,10,05/08/2007,HuracÃ¡n,Arsenal,1 - 1
Apertura 07,10,23/08/2007,Gimnasia (J),River,2 - 2
Apertura 07,11,03/08/2007,ColÃ³n,VÃ©lez,0 - 1
Apertura 07,11,03/08/2007,Banfield,Estudiantes LP,0 - 3
Apertura 07,11,04/08/2007,Gimnasia LP,Tigre,0 - 1
Apertura 07,11,04/08/2007,Argentinos,San MartÃ­n SJ,0 - 1
Apertura 07,11,04/08/2007,Independiente,LanÃºs,5 - 3
Apertura 07,11,05/08/2007,Olimpo,Racing,0 - 2
Apertura 07,11,05/08/2007,Newell's,San Lorenzo,1 - 0
Apertura 07,11,05/08/2007,Boca,Central,0 - 0
Apertura 07,11,05/08/2007,HuracÃ¡n,Arsenal,1 - 1
Apertura 07,11,23/08/2007,Gimnasia (J),River,2 - 2
Apertura 07,12,03/08/2007,ColÃ³n,VÃ©lez,0 - 1
Apertura 07,12,03/08/2007,Banfield,Estudiantes LP,0 - 3
Apertura 07,12,04/08/2007,Gimnasia LP,Tigre,0 - 1
Apertura 07,12,04/08/2007,Argentinos,San MartÃ­n SJ,0 - 1
Apertura 07,12,04/08/2007,Independiente,LanÃºs,5 - 3
Apertura 07,12,05/08/2007,Olimpo,Racing,0 - 2
Apertura 07,12,05/08/2007,Newell's,San Lorenzo,1 - 0
Apertura 07,12,05/08/2007,Boca,Central,0 - 0
Apertura 07,12,05/08/2007,HuracÃ¡n,Arsenal,1 - 1
Apertura 07,12,23/08/2007,Gimnasia (J),River,2 - 2
Apertura 07,13,03/08/2007,ColÃ³n,VÃ©lez,0 - 1
Apertura 07,13,03/08/2007,Banfield,Estudiantes LP,0 - 3
Apertura 07,13,04/08/2007,Gimnasia LP,Tigre,0 - 1
Apertura 07,13,04/08/2007,Argentinos,San MartÃ­n SJ,0 - 1
Apertura 07,13,04/08/2007,Independiente,LanÃºs,5 - 3
Apertura 07,13,05/08/2007,Olimpo,Racing,0 - 2
Apertura 07,13,05/08/2007,Newell's,San Lorenzo,1 - 0
Apertura 07,13,05/08/2007,Boca,Central,0 - 0
Apertura 07,13,05/08/2007,HuracÃ¡n,Arsenal,1 - 1
Apertura 07,13,23/08/2007,Gimnasia (J),River,2 - 2
Apertura 07,14,03/08/2007,ColÃ³n,VÃ©lez,0 - 1
Apertura 07,14,03/08/2007,Banfield,Estudiantes LP,0 - 3
Apertura 07,14,04/08/2007,Gimnasia LP,Tigre,0 - 1
Apertura 07,14,04/08/2007,Argentinos,San MartÃ­n SJ,0 - 1
Apertura 07,14,04/08/2007,Independiente,LanÃºs,5 - 3
Apertura 07,14,05/08/2007,Olimpo,Racing,0 - 2
Apertura 07,14,05/08/2007,Newell's,San Lorenzo,1 - 0
Apertura 07,14,05/08/2007,Boca,Central,0 - 0
Apertura 07,14,05/08/2007,HuracÃ¡n,Arsenal,1 - 1
Apertura 07,14,23/08/2007,Gimnasia (J),River,2 - 2
Apertura 07,15,03/08/2007,ColÃ³n,VÃ©lez,0 - 1
Apertura 07,15,03/08/2007,Banfield,Estudiantes LP,0 - 3
Apertura 07,15,04/08/2007,Gimnasia LP,Tigre,0 - 1
Apertura 07,15,04/08/2007,Argentinos,San MartÃ­n SJ,0 - 1
Apertura 07,15,04/08/2007,Independiente,LanÃºs,5 - 3
Apertura 07,15,05/08/2007,Olimpo,Racing,0 - 2
Apertura 07,15,05/08/2007,Newell's,San Lorenzo,1 - 0
Apertura 07,15,05/08/2007,Boca,Central,0 - 0
Apertura 07,15,05/08/2007,HuracÃ¡n,Arsenal,1 - 1
Apertura 07,15,23/08/2007,Gimnasia (J),River,2 - 2
Apertura 07,16,03/08/2007,ColÃ³n,VÃ©lez,0 - 1
Apertura 07,16,03/08/2007,Banfield,Estudiantes LP,0 - 3
Apertura 07,16,04/08/2007,Gimnasia LP,Tigre,0 - 1
Apertura 07,16,04/08/2007,Argentinos,San MartÃ­n SJ,0 - 1
Apertura 07,16,04/08/2007,Independiente,LanÃºs,5 - 3
Apertura 07,16,05/08/2007,Olimpo,Racing,0 - 2
Apertura 07,16,05/08/2007,Newell's,San Lorenzo,1 - 0
Apertura 07,16,05/08/2007,Boca,Central,0 - 0
Apertura 07,16,05/08/2007,HuracÃ¡n,Arsenal,1 - 1
Apertura 07,16,23/08/2007,Gimnasia (J),River,2 - 2
Apertura 07,17,03/08/2007,ColÃ³n,VÃ©lez,0 - 1
